region,fecha,trimestre,mes,t,imacec,dólar,ipc,pib,pib_reg,t_aire,t_aire_min,t_aire_max,p_atm,rad_sol,hum_rel,hum_rel_min,hum_rel_max,precip,t_sup,t_sup_min,t_sup_max,t_suelo,vel_viento,raf_viento,d_viento,exp_kg
RM,01-07-2021,Q3,jul,13,17.3,691.56,0.8,4.06393384970571,20.6114279324518,8.4,0.9,15.9,1003.2,8.2,82.9,51.9,98.4,10.4,9.1,2,16.2,8.9,1.1,21,96.6,0
RM,01-08-2021,Q3,ago,14,17.9,716.74,0.4,4.06393384970571,20.6114279324518,10.1,4.1,16.1,1003.2,9.6,82,55.8,96.8,74.7,11.3,5.4,17.2,11.2,1.4,25.8,116.5,0
RM,01-09-2021,Q3,sept,15,13.4,716.33,1.2,4.06393384970571,20.6114279324518,11.4,3.5,19.4,1003,16,75.1,43.9,96.4,25,13.6,5.4,21.8,13.5,2.1,33.4,132.7,2160
RM,01-10-2021,Q4,oct,16,13.2,742.45,1.3,2.05976446225848,13.0861344913994,14.3,5.4,23.2,1001.5,22.5,66.6,36,92.1,5.4,17.1,7.7,26.6,17.7,2.2,22.6,156.8,39354.78
RM,01-11-2021,Q4,nov,17,13.3,736.92,0.5,2.05976446225848,13.0861344913994,16.6,8.4,24.7,1000.4,26.1,65.9,37.5,89.1,0,19.6,10.7,28.5,21,2.5,27.5,183.4,99873.88
RM,01-12-2021,Q4,dic,18,8.6,769.21,0.8,2.05976446225848,13.0861344913994,17.6,9.8,25.3,998.7,26.2,66.3,41.9,88.3,0,21,12.5,29.6,22.9,2.5,23.4,187.4,544975.86
RM,01-01-2022,Q1,ene,19,7.4,737.93,1.2,-1.30965852873504,7.69254482839852,18.7,10.5,27,999.1,26.8,60.8,36.5,83.9,0,22.5,13.1,31.9,24.5,2.5,29.3,176.3,403554.07
RM,01-02-2022,Q1,feb,20,5.2,718.74,0.3,-1.30965852873504,7.69254482839852,18.3,9.4,27.2,998.8,24,64.4,36.9,87.8,0,21.9,12,31.7,24.1,2.3,25.6,155.2,308260.74
RM,01-03-2022,Q1,mar,21,5.7,706.66,1.9,-1.30965852873504,7.69254482839852,17.3,8,26.6,999.1,18.8,61.7,33.2,86,0.1,20.3,10.2,30.4,22.3,1.8,22.3,144.1,181432.84
RM,01-04-2022,Q2,abr,22,5.7,718.39,1.4,0.021980655971543,6.58567691878986,14.3,6,22.7,1000.4,13.1,71.3,40.6,92.4,19.7,16.6,7.9,25.4,18.4,1.5,26.1,121.8,19822.68
RM,01-05-2022,Q2,may,23,5.1,748.45,1.2,0.021980655971543,6.58567691878986,11,4.3,17.8,1001.9,8,80.7,53.5,96.3,3.8,11.6,4.5,18.7,14,0.8,21.2,84.4,8247.49
RM,01-06-2022,Q2,jun,24,2.7,752.62,0.9,0.021980655971543,6.58567691878986,9.8,4.1,15.6,1002.4,6.6,85.3,59.2,97.2,74.7,10.1,4.3,15.8,10.9,1,28.3,67.6,0
RM,01-07-2022,Q3,jul,25,0.1,833.2,1.4,-0.402457466175299,0.851509091937741,8.4,2.4,14.4,1002.5,7.3,87.3,61.5,98.7,126.3,8.5,2.7,14.3,9.1,1.3,32.8,70,12553.2
RM,01-08-2022,Q3,ago,26,1.3,790.79,1.2,-0.402457466175299,0.851509091937741,9.5,2.9,16.2,1003.5,10.5,82.3,55.4,97.7,46.6,10,3.3,16.7,10.3,1.3,19.1,102,5184
RM,01-09-2022,Q3,sept,27,0.8,803.24,0.9,-0.402457466175299,0.851509091937741,10.8,3.9,17.7,1003.8,13.5,79.7,52.9,96.4,9.8,11.8,4.4,19.1,11.9,1.5,23.1,118.1,9841.5
RM,01-10-2022,Q4,oct,28,-1.6,833.92,0.5,-0.385807321621823,-3.44083751573695,13.9,5.5,22.2,1002.1,20.4,69.8,41.7,93,0.5,16.6,6,27.3,16.1,2,23.9,147.7,2317.5
RM,01-11-2022,Q4,nov,29,-3.1,790.88,1,-0.385807321621823,-3.44083751573695,16.5,8.8,24.2,999.7,21.4,69.7,44,91.5,0.7,19.3,9.6,29.1,20.2,2.3,23.9,175.8,34227.72
RM,01-12-2022,Q4,dic,30,-1.5,745.28,0.3,-0.385807321621823,-3.44083751573695,19.3,9.9,28.8,998.1,27.3,59.4,33.4,86.1,1.7,23.2,11.1,35.3,24,2.8,25,168.9,95025.1
RM,01-01-2023,Q1,ene,31,1.2,691.75,0.8,0.362599965738908,0.222140532320036,18.7,10.5,27,998.6,26.5,64.6,39,88,0,23.5,12.1,34.9,24.5,2.6,27.5,180,194848.7
RM,01-02-2023,Q1,feb,32,-0.2,659.46,-0.1,0.362599965738908,0.222140532320036,19.4,10.1,28.8,996.9,23.5,63.5,34.7,88.1,0.1,24.1,11.8,36.4,24.5,2.1,21.5,157.4,304932.46
RM,01-03-2023,Q1,mar,33,-1.7,666.5,1.1,0.362599965738908,0.222140532320036,18.8,9,28.6,998.2,19.4,66.9,34.1,90.2,0.1,23.4,10.8,36.1,23.3,1.9,20.4,147.9,18
RM,01-04-2023,Q2,abr,34,-0.3,656.63,0.3,0.510701501413502,-0.0787838183963774,15.7,7.4,24,999.2,11.6,71.6,41.6,91.4,34.8,19,8.9,29.1,19.5,1.4,25.3,122.8,30
RM,01-05-2023,Q2,may,35,-0.3,647.22,0.1,0.510701501413502,-0.0787838183963774,12.6,5.6,19.5,1000.8,8.3,81.3,52.5,97.3,48.6,13.7,6.6,20.9,14.2,0.9,20.4,77.4,10
RM,01-06-2023,Q2,jun,36,0.2,644.25,-0.2,0.510701501413502,-0.0787838183963774,11.1,5.3,16.9,1002.2,6.3,87.1,63,98.1,87,11.6,5.9,17.2,12,1,22.6,82.6,0
RM,01-07-2023,Q3,jul,37,3.2,653.57,0.4,0.979790805012715,-0.587877359360234,10.4,4.2,16.5,1001.7,7.1,86.3,60,98.1,56.3,11,5,17,11.2,1,25.3,80.5,0
RM,01-08-2023,Q3,ago,38,0.4,691.63,0.1,0.979790805012715,-0.587877359360234,11.7,5.4,18.1,1001.7,10,82.5,54.2,97.6,175.3,9.3,2.6,15.9,12.2,2,34.5,104.1,1440
RM,01-09-2023,Q3,sept,39,0.7,716.17,0.7,0.979790805012715,-0.587877359360234,12,6,18.1,1002,12.9,78.9,52.5,95.9,46.7,6.7,0.5,13,13.5,1.6,19.4,119.5,8280
RM,01-10-2023,Q4,oct,40,1.8,753.91,0.4,-0.481429369840158,1.65377348799989,13.2,5.7,20.6,1001.3,18,73.5,45.9,93.6,21.7,14.7,7.1,22.4,17.2,1.7,20.7,131.9,1466.08
RM,01-11-2023,Q4,nov,41,1.6,709.97,0.7,-0.481429369840158,1.65377348799989,15,7.3,22.7,999.8,21.5,72.1,42.9,93.8,22.6,16.5,8.8,24.1,18.8,1.9,21,152.1,28437.32
RM,01-12-2023,Q4,dic,42,-0.1,693.81,-0.5,-0.481429369840158,1.65377348799989,17.2,8.5,26,998.4,26.3,66.4,39,90.4,0.4,19.5,10.7,28.3,22.5,2.2,25.8,156.8,212613.22
RM,01-01-2024,Q1,ene,43,3.2,722.93,0.7,1.65562496088922,2.01679609766612,19.1,11,27.3,998,25.3,67.9,41.4,89.8,0,21.9,13.6,30.1,23.9,2,23.7,152.6,945151.36
RM,01-02-2024,Q1,feb,44,5.5,774.18,0.6,1.65562496088922,2.01679609766612,20.2,11.6,28.8,997.7,22.8,67.7,39.3,90.2,2,23,14.4,31.7,25.1,1.7,25.3,134.4,732137.24
RM,01-03-2024,Q1,mar,45,1.6,774.46,0.4,1.65562496088922,2.01679609766612,18,7.9,28.1,998.3,20.2,64.6,32.9,89.8,0,19.9,9.5,30.4,23.2,1.5,20.4,114.4,70746.24
RM,01-04-2024,Q2,abr,46,4,762.46,0.5,-0.422323243392042,0.745008313961737,15,6.2,23.7,1000.2,12.9,68.8,37.6,90.7,20.4,16.2,7.2,25.1,18.9,1.1,21.2,97.1,17564.4
RM,01-05-2024,Q2,may,47,0.4,715.99,0.3,-0.422323243392042,0.745008313961737,9,1.6,16.4,1002.4,8.6,82.2,49.8,97.7,40.9,9.3,2.4,16.3,11.3,0.3,18.3,23.3,0
RM,01-06-2024,Q2,jun,48,-0.7,719.99,-0.1,-0.422323243392042,0.745008313961737,10.6,5.8,15.4,1001,5.4,88,65.7,97.9,243.9,9.6,4.9,14.3,10.8,1.5,31.8,50.8,0
RM,01-07-2024,Q3,jul,49,4,727.27,0.7,1.47016729573894,1.53600845244124,7.7,0.1,15.3,1003.4,8.5,82,52.2,97.2,0.8,7.7,0.6,14.7,8,0.9,17.2,85.7,4200
RM,01-08-2024,Q3,ago,50,1.9,715.39,0.3,1.47016729573894,1.53600845244124,9.4,2.8,16.1,1004,10.8,80,51.5,97.5,132.5,8.7,2.4,15.1,10,1.6,38.5,91.9,4200
RM,01-09-2024,Q3,sept,51,0.2,707.51,0.1,1.47016729573894,1.53600845244124,11.6,3.5,19.8,1002.4,15,75.3,46,96,13.7,12.5,4.4,20.7,12.9,1.5,24.2,106.7,0
RM,01-10-2024,Q4,oct,52,2.6,710.9,1,0.363076285070063,2.9809950671251,14.7,7.1,22.3,1000.7,17.4,76.2,48,96.3,3.1,16.5,8.5,24.5,16.8,1.3,18.5,124.2,9562.56
RM,01-11-2024,Q4,nov,53,2.3,744.48,0.2,0.363076285070063,2.9809950671251,16.6,7.2,26,1000.5,24,61.4,33.5,89.4,0,18.6,8.6,28.6,19.6,2,25,140.9,26798.5
RM,01-12-2024,Q4,dic,54,6.8,750.97,-0.2,0.363076285070063,2.9809950671251,17.6,8.9,26.4,999,26.1,63.8,37.7,88.9,0,20.5,10.6,30.4,21.5,2.1,21.8,141.8,139342
RM,01-01-2025,Q1,ene,55,2.3,765.23,1.1,0.363076285070063,2.9809950671251,19.6,10.6,28.7,998.4,25.3,64.3,35.8,89.5,0,23,12.5,33.4,23.9,1.9,23.9,140.5,179802.9
RM,01-02-2025,Q1,feb,56,-0.1,716.88,0.4,0.363076285070063,2.9809950671251,19.1,9,29.1,997.1,23.3,64,33.9,89.4,0,22.2,11,33.3,23.8,1.6,19.4,128,73966.5
VA,01-07-2020,Q3,jul,1,-11.9,776.32,0.1,4.88545318780973,-10.879435009985,12.3,5.6,19.1,999.5,7.7,76.3,44.6,94.4,57.3,11.4,10.4,12.4,12.1,0.1,11,20.2,0
VA,01-08-2020,Q3,ago,2,-11.2,772.04,0.1,4.88545318780973,-10.879435009985,11.9,4.3,19.5,998.8,10.5,73.3,41.7,93.8,0,11.4,10.2,12.6,12,0.1,11,21.3,34279.54
VA,01-09-2020,Q3,sept,3,-5.3,756.58,0.6,4.88545318780973,-10.879435009985,14.2,6,22.3,998.3,15.3,70.4,40.1,92.9,0,13.6,12.1,15.1,13.9,0.1,12.3,12.1,225382.7
VA,01-10-2020,Q4,oct,4,-1.5,767.24,0.7,6.84806540342533,-1.10991669344396,15.3,6.3,24.2,997.1,21.2,65.8,36,90.7,0,15.5,13.8,17.3,16.2,0.1,17.5,26.1,1435035.21
VA,01-11-2020,Q4,nov,5,0.9,737.65,-0.1,6.84806540342533,-1.10991669344396,17,8.7,25.4,996.6,22.7,64.8,38.8,88.9,0,17.6,16,19.2,18.4,0,6.9,2.4,2586041.47
VA,01-12-2020,Q4,dic,6,0.5,705.29,0.3,6.84806540342533,-1.10991669344396,18.9,9.7,28.2,994.9,26.5,59.7,33.2,86.7,0.2,19.7,17.8,21.5,20.6,0,4.2,1.3,2048646.4
VA,01-01-2021,Q1,ene,7,-3.5,689.91,0.7,3.7854565494801,-2.53768284396421,19.6,11.2,28.1,994.3,24,64.4,35.9,88.5,9.1,20.4,18.9,21.9,21.4,0,4,2.3,3545782.69
VA,01-02-2021,Q1,feb,8,-2,684.77,0.2,3.7854565494801,-2.53768284396421,19,11.9,26.2,994.1,20,70.1,43.8,90.1,0.1,20.1,18.9,21.3,21.3,0,9.4,19.6,783830.72
VA,01-03-2021,Q1,mar,9,6.8,684.31,0.4,3.7854565494801,-2.53768284396421,18,10.5,25.4,995,15.6,69.3,42,89.5,0,18.8,17.5,20,20.1,0,5.9,2.1,1612574.07
VA,01-04-2021,Q2,abr,10,15.2,661.58,0.4,1.09013993689875,14.6695688035842,15.9,9,22.8,995.7,11.5,71.9,45.8,90.5,7.7,16.5,15.2,17.8,17.7,0.1,14,27.3,25641.12
VA,01-05-2021,Q2,may,11,19.5,661.79,0.3,1.09013993689875,14.6695688035842,14.4,6.4,22.4,997.9,8.9,69.2,37.1,89.3,0.6,14,12.9,15,15,0.4,14.8,82.1,0
VA,01-06-2021,Q2,jun,12,20.4,671.87,0.1,1.09013993689875,14.6695688035842,12.9,6.2,19.7,998.8,7,72.1,43.5,90.1,21.9,12.4,11.5,13.2,13.2,0.3,11.5,64.5,0
VA,01-07-2021,Q3,jul,13,17.3,691.56,0.8,4.06393384970571,16.2813064133761,11.2,3.5,18.9,998.8,8.5,71.4,38.4,92.5,3.8,10.3,9.3,11.3,11,0.4,12.6,84.2,0
VA,01-08-2021,Q3,ago,14,17.9,716.74,0.4,4.06393384970571,16.2813064133761,11.6,5,18.1,999.6,8.7,75.6,46.8,92.4,11,11.3,10.4,12.2,11.7,0.4,16.1,78.5,0
VA,01-09-2021,Q3,sept,15,13.4,716.33,1.2,4.06393384970571,16.2813064133761,13.6,5.5,21.7,999,14.8,66.8,36.7,89.9,49.3,13,11.8,14.2,13.5,0.9,16.4,95.8,312570.8
VA,01-10-2021,Q4,oct,16,13.2,742.45,1.3,2.05976446225848,13.0933077617214,15.8,6.5,25.1,997.4,21.2,60.9,31.9,87.1,0.1,15.4,13.9,16.9,15.9,1.2,17.5,113,1226647.32
VA,01-11-2021,Q4,nov,17,13.3,736.92,0.5,2.05976446225848,13.0933077617214,17.3,8.8,25.8,996.6,23.9,63.7,35.9,88,0.3,17.8,16.5,19.2,18.6,0.6,17.5,63.6,590808.37
VA,01-12-2021,Q4,dic,18,8.6,769.21,0.8,2.05976446225848,13.0933077617214,18.5,10.2,26.7,994.9,23.8,64.2,38.7,88.1,0.1,19.4,18.1,20.7,20.3,0.1,14.5,17.7,1479519.3
VA,01-01-2022,Q1,ene,19,7.4,737.93,1.2,-1.30965852873504,10.5136779713715,19.6,10.8,28.4,995.1,25,58.5,34.5,84.2,0,20.2,18.9,21.6,21.3,0.4,18.5,58.3,3560569.35
VA,01-02-2022,Q1,feb,20,5.2,718.74,0.3,-1.30965852873504,10.5136779713715,19.6,11,28.3,994.8,22.6,63.3,36.2,88,0,20.2,18.9,21.6,21.3,0.1,14,18.8,2461508.7
VA,01-03-2022,Q1,mar,21,5.7,706.66,1.9,-1.30965852873504,10.5136779713715,18.8,9.5,28.1,994.9,17.7,60.6,31.5,85.7,0.1,18.6,17.3,20,19.9,0.2,16.1,38.4,886602.15
VA,01-04-2022,Q2,abr,22,5.7,718.39,1.4,0.021980655971543,7.53622515719372,15,6.8,23.2,996.5,11.4,72,40.5,91.6,0.4,15.6,14.4,16.8,16.9,0.2,14,34.8,41778.26
VA,01-05-2022,Q2,may,23,5.1,748.45,1.2,0.021980655971543,7.53622515719372,12.9,6.3,19.4,997.7,8,76.3,47.3,92.4,0.1,13.4,12.4,14.4,14.7,0.2,12.3,54.5,0
VA,01-06-2022,Q2,jun,24,2.7,752.62,0.9,0.021980655971543,7.53622515719372,11.2,5.3,17.1,998.7,6.7,77,48.7,92,32,11.1,10.2,12.1,12.2,0.1,18.5,18.5,2700
VA,01-07-2022,Q3,jul,25,0.1,833.2,1.4,-0.402457466175299,4.28574351528317,10.3,4.5,16.1,999,6.9,79.8,51.2,93.2,46,11.1,8.7,13.6,12.2,0.2,18,49.3,0
VA,01-08-2022,Q3,ago,26,1.3,790.79,1.2,-0.402457466175299,4.28574351528317,12,5.5,18.4,999.5,9,76.7,48,92.8,13.6,12.3,5.3,19.3,12,0.7,12.3,121.1,0
VA,01-09-2022,Q3,sept,27,0.8,803.24,0.9,-0.402457466175299,4.28574351528317,12.7,5.8,19.6,999.9,12.3,73.7,45.2,92,8.4,13.4,5.7,21,13,0.9,12.9,129.6,84970.35
VA,01-10-2022,Q4,oct,28,-1.6,833.92,0.5,-0.385807321621823,1.97822624524859,15.9,7.1,24.7,998.1,20.3,64.8,35.5,89,0.9,16.6,7.3,26,15.9,1.3,15.3,117.7,480769.35
VA,01-11-2022,Q4,nov,29,-3.1,790.88,1,-0.385807321621823,1.97822624524859,17.9,10,25.7,995.8,20.3,65.9,39.3,87.8,0.6,18.6,10.6,26.6,18.4,1.3,17.5,116.6,2098638.16
VA,01-12-2022,Q4,dic,30,-1.5,745.28,0.3,-0.385807321621823,1.97822624524859,20.2,11.1,29.4,994.2,24.8,59,33.7,85.7,0,20.8,12,29.6,21.4,1.3,16.7,104.6,3841212.07
VA,01-01-2023,Q1,ene,31,1.2,691.75,0.8,0.362599965738908,0.730002585507172,19.9,11.3,28.5,994.7,24.2,61.9,37,86.5,0,20.7,12.2,29.2,21.6,1.5,17.5,96.3,6405737.52
VA,01-02-2023,Q1,feb,32,-0.2,659.46,-0.1,0.362599965738908,0.730002585507172,20.5,11.7,29.4,992.9,21.3,65.8,36.9,88.9,0,21.2,12.1,30.3,21.7,1.4,15,80.3,2753638.52
VA,01-03-2023,Q1,mar,33,-1.7,666.5,1.1,0.362599965738908,0.730002585507172,19.7,11,28.5,994.2,16.4,68.1,38.2,90.4,0,20.4,11.3,29.4,20.5,1.2,15.6,68.4,741812.16
VA,01-04-2023,Q2,abr,34,-0.3,656.63,0.3,0.510701501413502,-0.230317232366384,16.8,9.2,24.4,995.4,9.7,70.2,41.8,89.2,14.6,17.2,9.4,24.9,17.7,0.9,13.4,89.4,0
VA,01-05-2023,Q2,may,35,-0.3,647.22,0.1,0.510701501413502,-0.230317232366384,14.3,7.1,21.4,996.9,7.1,73.8,44.6,91.4,6.4,14.4,7.1,21.6,14.9,0.5,13.1,81.4,0
VA,01-06-2023,Q2,jun,36,0.2,644.25,-0.2,0.510701501413502,-0.230317232366384,13.4,7,19.8,998.4,6,74.3,47.1,90.4,42.4,13.2,6.8,19.5,12.9,0.5,14,95.4,0
VA,01-07-2023,Q3,jul,37,3.2,653.57,0.4,0.979790805012715,0.4591762948571,12.9,6.4,19.4,997.9,6.8,76.4,47.2,92,69.5,12.6,6,19.1,11.7,0.4,13.1,92.2,0
VA,01-08-2023,Q3,ago,38,0.4,691.63,0.1,0.979790805012715,0.4591762948571,14,7.5,20.6,998,8.6,74.7,47.1,92.1,114.6,14,7.3,20.7,13.1,0.6,16.4,95.9,417837.45
VA,01-09-2023,Q3,sept,39,0.7,716.17,0.7,0.979790805012715,0.4591762948571,14.2,7.5,21,997.9,11.8,72.1,45.4,90.9,60.5,14.3,7.4,21.2,14.1,0.7,14.8,96.5,1964539.94
VA,01-10-2023,Q4,oct,40,1.8,753.91,0.4,-0.481429369840158,-0.123570749118596,15.3,7.6,22.9,997.2,16.4,67.3,40.5,89,3.7,15.6,7.8,23.4,15.8,1,17.2,105.5,2502014.1
VA,01-11-2023,Q4,nov,41,1.6,709.97,0.7,-0.481429369840158,-0.123570749118596,16.7,8.4,25,995.9,20.4,64.5,39.1,88.3,18.4,17,8.6,25.4,17.4,1.2,14.2,110.8,2756475.55
VA,01-12-2023,Q4,dic,42,-0.1,693.81,-0.5,-0.481429369840158,-0.123570749118596,18.5,10,27,994.4,23.1,63.5,38.1,87.7,0.3,19,10.3,27.6,19.5,1.6,17.7,105.9,1773266.23
VA,01-01-2024,Q1,ene,43,3.2,722.93,0.7,1.65562496088922,1.66011186511363,20.4,12.2,28.6,994.2,22.8,65.5,39.2,87.8,0,20.8,12.5,29.2,21.2,1.6,16.4,101.8,906929.41
VA,01-02-2024,Q1,feb,44,5.5,774.18,0.6,1.65562496088922,1.66011186511363,21.5,13.2,29.7,994,20.4,66.2,38.9,88.8,0.1,21.8,13.5,30,22.1,1.3,16.1,93.7,306124.6
VA,01-03-2024,Q1,mar,45,1.6,774.46,0.4,1.65562496088922,1.66011186511363,19.5,10.4,28.6,994.5,16.6,64.6,35.9,88.2,1.3,19.8,10.6,28.9,19.9,1.3,15.6,92.6,0
VA,01-04-2024,Q2,abr,46,4,762.46,0.5,-0.422323243392042,0.333135562361453,16.6,8.2,25,996.2,10.6,65.3,36.2,87.3,0.1,16.7,8.4,25.1,17,0.8,13.7,98.1,134374.86
VA,01-05-2024,Q2,may,47,0.4,715.99,0.3,-0.422323243392042,0.333135562361453,11.5,4.6,18.4,998.4,7.3,73.7,42.8,91.3,77.8,11.5,4.5,18.4,12.2,0.4,16.4,91.8,0
VA,01-06-2024,Q2,jun,48,-0.7,719.99,-0.1,-0.422323243392042,0.333135562361453,12.4,7.3,17.5,997.9,4.8,80.8,54.7,93.6,369.9,11.9,7.2,16.6,11.5,0.5,16.9,87.5,0
VA,01-07-2024,Q3,jul,49,4,727.27,0.7,1.47016729573894,2.26395267053363,10.8,3.7,17.8,999.2,7.2,75.4,45,92.4,0.5,10.6,3.5,17.7,9.6,0.6,12.9,87.1,0
VA,01-08-2024,Q3,ago,50,1.9,715.39,0.3,1.47016729573894,2.26395267053363,11.5,5.4,17.7,1000.3,8.2,75.5,47.6,92.8,180.8,11.4,5.3,17.5,10.8,0.6,15.8,93.6,0
VA,01-09-2024,Q3,sept,51,0.2,707.51,0.1,1.47016729573894,2.26395267053363,14.4,6.3,22.6,998.1,12.6,69,38,92,6,14.5,6.2,22.7,13.1,1.1,15.3,111.4,23779.97
VA,01-10-2024,Q4,oct,52,2.6,710.9,1,0.363076285070063,2.58570919307637,16,8.7,23.3,996.8,15.6,71,44.2,91.6,2.6,16.3,8.9,23.6,15.8,1.1,16.4,101.8,2705864.59
VA,01-11-2024,Q4,nov,53,2.3,744.48,0.2,0.363076285070063,2.58570919307637,18.2,8.6,27.8,996.4,22.6,57.1,31.2,86.4,0,18.3,8.8,27.7,18.2,1.5,16.9,113.8,2057974.26
VA,01-12-2024,Q4,dic,54,6.8,750.97,-0.2,0.363076285070063,2.58570919307637,18.8,10,27.7,995.1,24.7,60.9,35.4,86.1,0,19.1,10.6,27.7,19.7,1.6,18,95.7,6312454.53
VA,01-01-2025,Q1,ene,55,2.3,765.23,1.1,0.363076285070063,2.58570919307637,20.7,12.2,29.2,994.6,23.4,62.4,36.8,87.5,0,21,12.6,29.5,21.5,1.5,17.2,95.3,10457583.9
VA,01-02-2025,Q1,feb,56,-0.1,716.88,0.4,0.363076285070063,2.58570919307637,19.8,10.8,28.8,993.4,22.1,63.5,36.4,88.6,0,20.3,11.2,29.5,20.9,1.6,17.5,81.8,4922324.03
CO,01-07-2020,Q3,jul,1,-11.9,776.32,0.1,4.88545318780973,-9.79357318166331,11.8,4.5,19.2,989.6,11.5,79.9,44,98.5,5.8,13.8,8.1,19.5,11.6,1.7,22,127.1,0
CO,01-08-2020,Q3,ago,2,-11.2,772.04,0.1,4.88545318780973,-9.79357318166331,10.8,3.4,18.2,989.2,15,78.6,47.2,98,1.9,15.1,8.2,22,11.9,3.1,30.4,160.2,3040.5
CO,01-09-2020,Q3,sept,3,-5.3,756.58,0.6,4.88545318780973,-9.79357318166331,13.3,5.2,21.4,988.8,18.9,73.7,39.1,96,0.5,18.4,9.8,26.9,14.3,3.2,29.6,125.8,49728.78
CO,01-10-2020,Q4,oct,4,-1.5,767.24,0.7,6.84806540342533,1.01898865615817,14,5.6,22.4,987.6,24,71.4,38.1,96.4,0,20.2,11,29.3,16.4,3.9,31.5,141.7,520832.38
CO,01-11-2020,Q4,nov,5,0.9,737.65,-0.1,6.84806540342533,1.01898865615817,15.8,8,23.6,987.6,26.3,70.9,40.8,94.5,0,21.7,13.3,30.1,18.1,3.5,26.4,145,1315790.74
CO,01-12-2020,Q4,dic,6,0.5,705.29,0.3,6.84806540342533,1.01898865615817,16.9,8.6,25.1,986.4,28.6,69.7,39.5,94.5,0,23.5,14.7,32.3,20.8,3.7,26.6,155,1261745.52
CO,01-01-2021,Q1,ene,7,-3.5,689.91,0.7,3.7854565494801,-1.47460581503258,18.4,10.3,26.5,985.4,28.5,68.9,38.6,93.3,0,24.6,16.3,33,23.3,3.8,24.5,159.2,320180.76
CO,01-02-2021,Q1,feb,8,-2,684.77,0.2,3.7854565494801,-1.47460581503258,18.4,10.5,26.4,985.5,24.8,71,40.6,94.1,0,24.7,16.2,33.2,22.3,3.1,23.7,145.6,66891.1999
CO,01-03-2021,Q1,mar,9,6.8,684.31,0.4,3.7854565494801,-1.47460581503258,17.2,9.2,25.1,986,19.9,72.1,41.2,94.2,0.2,22.4,14.2,30.6,20.6,2.6,22.9,123,16609.44
CO,01-04-2021,Q2,abr,10,15.2,661.58,0.4,1.09013993689875,16.1185711510136,14.8,7.3,22.3,986.8,13.5,78.1,47.5,96.5,1.5,19.3,11.8,26.9,17.1,1.6,23.1,86.3,1975.5
CO,01-05-2021,Q2,may,11,19.5,661.79,0.3,1.09013993689875,16.1185711510136,14.2,5.3,23.2,988.5,10.8,72.4,34.5,96,1,18,9.8,26.2,15.5,1.8,22.6,117.3,0
CO,01-06-2021,Q2,jun,12,20.4,671.87,0.1,1.09013993689875,16.1185711510136,12.1,4.3,19.9,989.4,8.3,76.4,41.7,97,17.7,13.4,6.3,20.5,13.2,2,26.4,143,0
CO,01-07-2021,Q3,jul,13,17.3,691.56,0.8,4.06393384970571,14.9776236140703,10.5,2.7,18.3,989.4,8.9,80.3,42.6,98.6,4.7,12.7,5.2,20.2,13.2,1.9,20.2,132,720
CO,01-08-2021,Q3,ago,14,17.9,716.74,0.4,4.06393384970571,14.9776236140703,12.2,4.6,19.9,990.2,14.2,72.9,39.4,95.8,0.7,15.7,7.9,23.6,15.4,2.1,24.2,103.1,0
CO,01-09-2021,Q3,sept,15,13.4,716.33,1.2,4.06393384970571,14.9776236140703,13,4.4,21.6,989.6,19.9,67.8,34,94.2,0.3,17.7,8.6,26.9,16.8,3.2,28.8,125.4,32382.58
CO,01-10-2021,Q4,oct,16,13.2,742.45,1.3,2.05976446225848,8.07390408218183,14.3,5.8,22.9,988.3,24.7,67,33.9,93.7,0.2,19.7,10.3,29,18.9,4.2,31,153.1,261433.08
CO,01-11-2021,Q4,nov,17,13.3,736.92,0.5,2.05976446225848,8.07390408218183,15.8,7.6,23.9,987.5,26.9,69.9,38.1,93.5,0,21.5,12.5,30.6,20.5,3.8,26.1,158,586978.77
CO,01-12-2021,Q4,dic,18,8.6,769.21,0.8,2.05976446225848,8.07390408218183,17.6,9.6,25.6,986.3,27.4,67.9,38.2,92.3,0,23.8,15,32.7,25.3,3.6,23.1,169.9,1486954.56
CO,01-01-2022,Q1,ene,19,7.4,737.93,1.2,-1.30965852873504,-0.554124905851783,18.4,10.3,26.4,986.2,28.9,65.5,38.1,90.5,0,24.2,15.8,32.7,24.7,4.1,23.1,179.2,522735.688
CO,01-02-2022,Q1,feb,20,5.2,718.74,0.3,-1.30965852873504,-0.554124905851783,18.7,10.5,27,986.1,24.7,67.9,37.2,92.4,0,24,15.5,32.6,24.8,3.2,26.6,150.9,236968.23
CO,01-03-2022,Q1,mar,21,5.7,706.66,1.9,-1.30965852873504,-0.554124905851783,17.1,8.3,25.9,986,21,69.2,37.3,93.3,0.1,22.1,13.5,30.8,22.9,2.8,22.9,140.4,15096
CO,01-04-2022,Q2,abr,22,5.7,718.39,1.4,0.021980655971543,-2.31021744658483,14.1,5.5,22.7,987.3,15,75.3,41.1,96.3,0.6,18.6,10.1,27.2,19.4,1.9,22.9,120.6,0
CO,01-05-2022,Q2,may,23,5.1,748.45,1.2,0.021980655971543,-2.31021744658483,12.2,4.2,20.3,988.5,10.8,77.6,42.6,96.4,1.4,15.7,8.2,23.2,16.9,1.8,20.2,140.6,0
